event-id,visible,timestamp,longitude,latitude,bar:barometric-pressure,behavioural-classification,comments,geolocator-rise,lat-lower,lat-upper,gls:light-level,long-lower,long-upper,twilight-excluded,twilight-inserted,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
16890687739,true,2014-11-04 07:20:26.000,-10.2857142857143,15.3,,"stationary","non-breeding site",,13.95,18.0,,-10.7532467532468,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687741,true,2014-11-04 19:34:32.000,-10.2857142857143,15.3,,"stationary","non-breeding site",,13.95,18.0,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687745,true,2014-11-05 07:20:26.000,-10.2857142857143,15.3,,"stationary","non-breeding site",,13.95,18.0,,-10.7532467532468,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687746,true,2014-11-05 19:34:33.000,-10.2857142857143,15.3,,"stationary","non-breeding site",,13.95,18.0,,-10.7532467532468,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687751,true,2014-11-06 07:15:29.000,-10.2857142857143,15.3,,"stationary","non-breeding site",,13.95,18.0,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687753,true,2014-11-06 19:34:33.000,-10.2857142857143,15.3,,"stationary","non-breeding site",,13.5,17.1,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687757,true,2014-11-07 07:15:29.000,-10.2857142857143,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687758,true,2014-11-07 19:34:33.000,-10.2857142857143,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687763,true,2014-11-08 07:15:29.000,-10.2857142857143,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687764,true,2014-11-08 19:34:35.000,-10.2857142857143,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687769,true,2014-11-09 07:15:27.000,-10.2857142857143,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687770,true,2014-11-09 19:34:33.000,-10.2857142857143,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687775,true,2014-11-10 07:15:29.000,-10.2857142857143,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687777,true,2014-11-10 19:39:30.000,-10.2857142857143,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687780,true,2014-11-11 07:10:29.000,-10.2857142857143,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687781,true,2014-11-11 19:34:33.000,-10.2857142857143,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687784,true,2014-11-12 07:15:29.000,-10.2857142857143,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687786,true,2014-11-12 19:39:30.000,-10.2857142857143,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687790,true,2014-11-13 07:20:27.000,-10.2857142857143,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687791,true,2014-11-13 19:34:32.000,-10.2857142857143,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687795,true,2014-11-14 07:15:29.000,-10.2857142857143,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687796,true,2014-11-14 19:39:30.000,-10.2857142857143,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687797,true,2014-11-15 07:15:29.000,-10.2857142857143,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687799,true,2014-11-15 19:34:30.000,-10.2857142857143,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687800,true,2014-11-16 07:20:29.000,-10.2857142857143,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687801,true,2014-11-16 19:34:30.000,-10.2857142857143,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687802,true,2014-11-17 07:20:27.000,-10.2857142857143,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687803,true,2014-11-17 19:39:30.000,-10.2857142857143,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687977,true,2014-11-18 07:15:27.000,-10.259067357513,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687978,true,2014-11-18 19:34:30.000,-10.259067357513,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687979,true,2014-11-19 07:20:27.000,-10.259067357513,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687980,true,2014-11-19 19:34:30.000,-10.259067357513,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687981,true,2014-11-20 07:20:29.000,-10.259067357513,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7115135834411,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687982,true,2014-11-20 19:34:33.000,-10.259067357513,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7115135834411,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687983,true,2014-11-21 07:25:26.000,-10.259067357513,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7115135834411,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687984,true,2014-11-21 19:39:30.000,-10.259067357513,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7115135834411,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687985,true,2014-11-22 07:20:29.000,-10.259067357513,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7115135834411,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687986,true,2014-11-22 19:29:32.000,-10.259067357513,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7115135834411,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687987,true,2014-11-23 07:20:27.000,-10.259067357513,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687988,true,2014-11-23 19:34:35.000,-10.259067357513,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687989,true,2014-11-24 07:20:29.000,-10.259067357513,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687990,true,2014-11-24 19:39:30.000,-10.259067357513,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687991,true,2014-11-25 07:20:29.000,-10.259067357513,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687992,true,2014-11-25 19:39:30.000,-10.259067357513,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687993,true,2014-11-26 07:20:27.000,-10.259067357513,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7532467532468,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687994,true,2014-11-26 19:44:30.000,-10.259067357513,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7253886010363,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890687804,true,2014-11-27 07:20:29.000,-10.2857142857143,14.85,,"stationary","non-breeding site",,13.5,16.65,,-10.7532467532468,-10.2193548387097,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890688476,true,2014-11-27 19:39:30.000,-10.2193548387097,13.95,,"movement","non-breeding site",,9.00000000000001,16.2,,-10.7532467532468,-8.1921618204804,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890692655,true,2014-11-28 07:10:29.000,-8.22335025380712,9.44999999999999,,"movement","migration",,9.00000000000001,14.85,,-10.259067357513,-7.75665399239546,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890692881,true,2014-11-28 19:34:33.000,-8.21292775665402,9.44999999999999,,"stationary","migration",,9.00000000000001,11.25,,-8.69123252858958,-7.75665399239546,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890692882,true,2014-11-29 07:05:27.000,-8.21292775665402,9.44999999999999,,"stationary","non-breeding site",,9.00000000000001,10.35,,-8.68020304568533,-7.75665399239546,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890692883,true,2014-11-29 19:34:30.000,-8.21292775665402,9.44999999999999,,"stationary","non-breeding site",,9.00000000000001,10.35,,-8.68020304568533,-7.75665399239546,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890692884,true,2014-11-30 07:05:29.000,-8.21292775665402,9.44999999999999,,"stationary","non-breeding site",,9.00000000000001,10.35,,-8.68020304568533,-7.75665399239546,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890692885,true,2014-11-30 19:29:32.000,-8.21292775665402,9.44999999999999,,"stationary","non-breeding site",,9.00000000000001,10.35,,-8.68020304568533,-7.75665399239546,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890692886,true,2014-12-01 07:05:29.000,-8.21292775665402,9.44999999999999,,"stationary","non-breeding site",,9.00000000000001,10.35,,-8.68020304568533,-7.76649746192896,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890692887,true,2014-12-01 19:24:32.000,-8.21292775665402,9.44999999999999,,"stationary","non-breeding site",,9.00000000000001,10.35,,-8.66920152091257,-7.77636594663281,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890692888,true,2014-12-02 07:05:27.000,-8.21292775665402,9.44999999999999,,"stationary","non-breeding site",,9.00000000000001,10.35,,-8.66920152091257,-7.77636594663281,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890692889,true,2014-12-02 19:29:32.000,-8.21292775665402,9.44999999999999,,"stationary","non-breeding site",,9.00000000000001,10.35,,-8.66920152091257,-7.77636594663281,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890692890,true,2014-12-03 07:05:27.000,-8.21292775665402,9.44999999999999,,"stationary","non-breeding site",,9.00000000000001,10.35,,-8.66920152091257,-7.79617834394904,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890692891,true,2014-12-03 19:34:30.000,-8.21292775665402,9.44999999999999,,"stationary","non-breeding site",,9.00000000000001,10.35,,-8.66920152091257,-8.1921618204804,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890692892,true,2014-12-04 07:10:25.000,-8.21292775665402,9.44999999999999,,"stationary","non-breeding site",,9.00000000000001,10.35,,-8.66920152091257,-8.1921618204804,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890692893,true,2014-12-04 19:39:30.000,-8.21292775665402,9.44999999999999,,"stationary","non-breeding site",,9.00000000000001,10.35,,-8.66920152091257,-7.77636594663281,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890692894,true,2014-12-05 07:05:29.000,-8.21292775665402,9.44999999999999,,"stationary","non-breeding site",,9.00000000000001,10.35,,-8.66920152091257,-7.79617834394904,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890692895,true,2014-12-05 19:39:30.000,-8.21292775665402,9.44999999999999,,"stationary","non-breeding site",,9.00000000000001,10.35,,-8.66920152091257,-7.79617834394904,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890692896,true,2014-12-06 07:15:29.000,-8.21292775665402,9.44999999999999,,"stationary","non-breeding site",,9.00000000000001,10.35,,-8.68020304568533,-8.1921618204804,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890692656,true,2014-12-06 19:39:30.000,-8.22335025380712,9.44999999999999,,"stationary","non-breeding site",,8.55000000000001,10.35,,-8.68020304568533,-8.1921618204804,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890692657,true,2014-12-07 07:15:27.000,-8.22335025380712,9.44999999999999,,"stationary","non-breeding site",,8.55000000000001,10.35,,-8.68020304568533,-8.20253164556962,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890692658,true,2014-12-07 19:39:30.000,-8.22335025380712,9.44999999999999,,"stationary","non-breeding site",,8.55000000000001,10.35,,-8.68020304568533,-8.20253164556962,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890692462,true,2014-12-08 07:10:29.000,-8.2337992376112,9.44999999999999,,"stationary","non-breeding site",,8.55000000000001,10.35,,-8.68020304568533,-8.20253164556962,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890691548,true,2014-12-08 19:44:30.000,-8.65822784810129,9.44999999999999,,"stationary","non-breeding site",,8.55000000000001,10.35,,-8.68020304568533,-8.20253164556962,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
16890691549,true,2014-12-09 07:10:29.000,-8.65822784810129,9.44999999999999,,"stationary","non-breeding site",,8.55000000000001,9.90000000000001,,-8.68020304568533,-8.20253164556962,,,"solar-geolocator","Apus melba","12RL","F62372","Switzerland Baden - Long term study on migratory movement of Alpine swifts (Apus melba)"
